Bruker BioSpin GmbH: the minispec
DataType=5
DataLimits=22.3195,11420.6,512
DataUnit=ms,%
c:\documents and settings\admin\рабочий стол\ak\t2_cpmg.app
09.09.2017 15:53:22

22.31948	97.85103785
44.62528	97.09401709
66.93108	96.33699634
89.23688	95.40903541
111.54268	94.43223443
133.84848	93.62637363
156.15428	92.82051282
178.46008	91.86813187
200.76588	91.01343101
223.07168	90.18315018
245.37748	89.32844933
267.68328	88.4981685
289.98908	87.66788767
312.29488	86.86202686
334.60068	86.08058608
356.90648	85.27472527
379.21228	84.46886447
401.51808	83.66300366
423.82388	82.85714286
446.12968	82.14896215
468.43548	81.39194139
490.74128	80.58608059
513.04708	79.85347985
535.35288	79.16971917
557.65868	78.41269841
579.96448	77.63125763
602.27028	76.92307692
624.57608	76.23931624
646.88188	75.48229548
669.18768	74.77411477
691.49348	74.11477411
713.79928	73.40659341
736.10508	72.74725275
758.41088	72.03907204
780.71668	71.42857143
803.02248	70.6959707
825.32828	70.06105006
847.63408	69.4017094
869.93988	68.76678877
892.24568	68.13186813
914.55148	67.4969475
936.85728	66.83760684
959.16308	66.25152625
981.46888	65.61660562
1003.77468	65.00610501
1026.08048	64.42002442
1048.38628	63.83394383
1070.69208	63.27228327
1092.99788	62.58852259
1115.30368	62.02686203
1137.60948	61.48962149
1159.91528	60.9035409
1182.22108	60.31746032
1204.52688	59.75579976
1226.83268	59.21855922
1249.13848	58.63247863
1271.44428	58.0952381
1293.75008	57.53357753
1316.05588	57.04517705
1338.36168	56.50793651
1360.66748	55.97069597
1382.97328	55.43345543
1405.27908	54.96947497
1427.58488	54.40781441
1449.89068	53.96825397
1472.19648	53.43101343
1494.50228	52.89377289
1516.80808	52.47863248
1539.11388	51.94139194
1561.41968	51.42857143
1583.72548	50.98901099
1606.03128	50.52503053
1628.33708	50.03663004
1650.64288	49.5970696
1672.94868	49.13308913
1695.25448	48.66910867
1717.56028	48.20512821
1739.86608	47.76556777
1762.17188	47.35042735
1784.47768	46.86202686
1806.78348	46.42246642
1829.08928	45.98290598
1851.39508	45.56776557
1873.70088	45.12820513
1896.00668	44.76190476
1918.31248	44.32234432
1940.61828	43.90720391
1962.92408	43.49206349
1985.22988	43.07692308
2007.53568	42.66178266
2029.84148	42.27106227
2052.14728	41.92918193
2074.45308	41.48962149
2096.75888	41.14774115
2119.06468	40.70818071
2141.37048	40.36630037
2163.67628	40
2185.98208	39.63369963
2208.28788	39.24297924
2230.59368	38.92551893
2252.89948	38.51037851
2275.20528	38.19291819
2297.51108	37.85103785
2319.81688	37.46031746
2342.12268	37.11843712
2364.42848	36.77655678
2386.73428	36.41025641
2409.04008	36.11721612
2431.34588	35.75091575
2453.65168	35.38461538
2475.95748	35.09157509
2498.26328	34.77411477
2520.56908	34.48107448
2542.87488	34.13919414
2565.18068	33.84615385
2587.48648	33.45543346
2609.79228	33.18681319
2632.09808	32.84493284
2654.40388	32.57631258
2676.70968	32.30769231
2699.01548	31.99023199
2721.32128	31.6971917
2743.62708	31.35531136
2765.93288	31.03785104
2788.23868	30.84249084
2810.54448	30.52503053
2832.85028	30.28083028
2855.15608	29.96336996
2877.46188	29.69474969
